año,municipio,departamento,categoria,grupo_especifico,tipo_violencia,lat,lon
1983,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,GUERRILLA,EPL,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GUERRILLA,EPL,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1987,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GUERRILLA,ELN,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GUERRILLA,ELN,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1990,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1990,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1990,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,OTRO,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,OTRO ¿CUÁL?,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,GRUPO ARMADO NO DIRIMIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,ANORI,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.381643021,-74.99885318
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1998,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1998,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1998,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1999,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2003,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2004,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2004,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2007,TURBO,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2008,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2008,TURBO,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2011,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1990,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,OTRO,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GUERRILLA,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1996,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1999,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1999,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1999,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2000,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2001,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2002,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2004,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2004,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2005,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2006,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
2007,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,GUERRILLA,DISIDENCIA EPL,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1993,TURBO,ANTIOQUIA,GUERRILLA,DISIDENCIA EPL,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1995,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1979,TURBO,ANTIOQUIA,GUERRILLA,FARC,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1984,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1985,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1985,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1985,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1986,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1986,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,MUERTE A SECUESTRADORES (MAS),AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1986,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1988,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GUERRILLA,EPL,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1989,TURBO,ANTIOQUIA,GRUPO ARMADO NO DIRIMIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1991,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1992,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,DESCONOCIDO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AS_Asesinatos_Selectivos,7.996897954,-76.6322473
1994,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),AS_Asesinatos_Selectivos,7.996897954,-76.6322473
